timestamp,FPS,num_objects,confidences,conf_max,conf_min,conf_mean,conf_std
2026-02-23 22:08:10.526451,0.0,2,"[0.9194303750991821, 0.5184797644615173]",0.9194303750991821,0.5184797644615173,0.7189550697803497,0.2835148957027799
2026-02-23 22:08:10.573229,10.69,2,"[0.9211201667785645, 0.5410842299461365]",0.9211201667785645,0.5410842299461365,0.7311021983623505,0.2687259880287923
2026-02-23 22:08:10.594809,22.6,3,"[0.9255990386009216, 0.5844652652740479, 0.36940062046051025]",0.9255990386009216,0.36940062046051025,0.6264883081118265,0.28047035883045346
2026-02-23 22:08:10.615327,29.07,3,"[0.9269962906837463, 0.5032035708427429, 0.3714500963687897]",0.9269962906837463,0.3714500963687897,0.600549985965093,0.29028457917591416
2026-02-23 22:08:10.655373,28.29,3,"[0.867586076259613, 0.4074111878871918, 0.3068734109401703]",0.867586076259613,0.3068734109401703,0.5272902250289917,0.2989613870083261
2026-02-23 22:08:10.708214,26.74,4,"[0.9172937273979187, 0.37822020053863525, 0.3723638951778412, 0.28887128829956055]",0.9172937273979187,0.28887128829956055,0.4891872778534889,0.288307141084
2026-02-23 22:08:10.758787,25.75,5,"[0.9166218638420105, 0.3771427273750305, 0.3756469488143921, 0.3324088156223297, 0.2501392364501953]",0.9166218638420105,0.2501392364501953,0.4503919184207916,0.2656801487033619
2026-02-23 22:08:10.786471,26.98,2,"[0.8928265571594238, 0.6598909497261047]",0.8928265571594238,0.6598909497261047,0.7763587534427643,0.1647103475959075
2026-02-23 22:08:10.836317,26.21,3,"[0.9025279879570007, 0.6752645969390869, 0.2683195471763611]",0.9025279879570007,0.2683195471763611,0.6153707106908163,0.3213184476446896
2026-02-23 22:08:10.866817,26.86,3,"[0.4446659982204437, 0.30069947242736816, 0.2577303946018219]",0.4446659982204437,0.2577303946018219,0.3343652884165446,0.09790950081441248
2026-02-23 22:08:10.900014,29.87,2,"[0.36594778299331665, 0.30729711055755615]",0.36594778299331665,0.30729711055755615,0.3366224467754364,0.04147228820047717
2026-02-23 22:08:10.947863,29.83,3,"[0.9247037172317505, 0.3587125241756439, 0.2665956914424896]",0.9247037172317505,0.2665956914424896,0.5166706442832947,0.35635602868903016
2026-02-23 22:08:10.997156,27.26,6,"[0.9506310820579529, 0.6151463389396667, 0.6117655038833618, 0.3988986909389496, 0.3670803904533386, 0.3268702030181885]",0.9506310820579529,0.3268702030181885,0.545065368215243,0.23430590208991214
2026-02-23 22:08:11.053522,24.17,6,"[0.9506641030311584, 0.6206579804420471, 0.574003279209137, 0.4231891632080078, 0.37117111682891846, 0.2883312702178955]",0.9506641030311584,0.2883312702178955,0.5380028188228607,0.23738918208857043
2026-02-23 22:08:11.093050,24.19,2,"[0.9384166598320007, 0.6229637265205383]",0.9384166598320007,0.6229637265205383,0.7806901931762695,0.2230589082897228
2026-02-23 22:08:11.138058,24.48,2,"[0.9390373229980469, 0.583128035068512]",0.9390373229980469,0.583128035068512,0.7610826790332794,0.2516658709822496
2026-02-23 22:08:11.185897,24.62,3,"[0.8246174454689026, 0.6487886905670166, 0.4001087248325348]",0.8246174454689026,0.4001087248325348,0.624504953622818,0.21329366700411598
2026-02-23 22:08:11.237798,22.98,3,"[0.9409002065658569, 0.42629945278167725, 0.32559993863105774]",0.9409002065658569,0.32559993863105774,0.5642665326595306,0.3300375604043809
2026-02-23 22:08:11.280758,23.28,3,"[0.9371035695075989, 0.4309343695640564, 0.3796134889125824]",0.9371035695075989,0.3796134889125824,0.5825504759947459,0.3081223462966637
2026-02-23 22:08:11.328369,22.11,3,"[0.8688777685165405, 0.6454814076423645, 0.5503076314926147]",0.8688777685165405,0.5503076314926147,0.6882222692171732,0.16352926033887158
2026-02-23 22:08:11.365570,21.8,4,"[0.8585882186889648, 0.6249960660934448, 0.5401623845100403, 0.4220898151397705]",0.8585882186889648,0.4220898151397705,0.6114591211080551,0.18457157459291934
2026-02-23 22:08:11.387548,24.16,3,"[0.8719185590744019, 0.5872999429702759, 0.4717729389667511]",0.8719185590744019,0.4717729389667511,0.6436638136704763,0.20594123861690686
2026-02-23 22:08:11.427666,24.58,3,"[0.8807383179664612, 0.5674437284469604, 0.4641050100326538]",0.8807383179664612,0.4641050100326538,0.6374290188153585,0.21695456660538037
2026-02-23 22:08:11.452434,26.91,3,"[0.875191867351532, 0.44750723242759705, 0.38566315174102783]",0.875191867351532,0.38566315174102783,0.5694540838400522,0.2665761931960092
2026-02-23 22:08:11.492120,26.89,3,"[0.9292633533477783, 0.7648591995239258, 0.7142930030822754]",0.9292633533477783,0.7142930030822754,0.8028051853179932,0.11239655800659969
2026-02-23 22:08:11.523465,27.88,3,"[0.9257887601852417, 0.746856689453125, 0.7395458817481995]",0.9257887601852417,0.7395458817481995,0.8040637771288554,0.10548028537306273
2026-02-23 22:08:11.556558,28.8,3,"[0.953559398651123, 0.7257816791534424, 0.5082213282585144]",0.953559398651123,0.5082213282585144,0.7291874686876932,0.22268856905332324
2026-02-23 22:08:11.598011,29.28,3,"[0.9490931034088135, 0.7172689437866211, 0.5081350803375244]",0.9490931034088135,0.5081350803375244,0.7248323758443197,0.22057628761066642
2026-02-23 22:08:11.624578,30.74,4,"[0.9605222940444946, 0.7114065885543823, 0.6348928809165955, 0.3119807243347168]",0.9605222940444946,0.3119807243347168,0.6547006219625473,0.2674520122673016
2026-02-23 22:08:11.656526,31.75,4,"[0.9725064039230347, 0.7539923787117004, 0.5302626490592957, 0.37398189306259155]",0.9725064039230347,0.37398189306259155,0.6576858311891556,0.2614775554197215
2026-02-23 22:08:11.677957,33.71,4,"[0.9689252376556396, 0.7763513326644897, 0.565862774848938, 0.44691142439842224]",0.9689252376556396,0.44691142439842224,0.6895126923918724,0.23076466889855426
2026-02-23 22:08:11.701567,33.49,4,"[0.9520960450172424, 0.7875006198883057, 0.7775416374206543, 0.5976746082305908]",0.9520960450172424,0.5976746082305908,0.7787032276391983,0.14481617493164992
2026-02-23 22:08:11.736101,33.89,4,"[0.9538387060165405, 0.786579430103302, 0.7627654075622559, 0.5952172875404358]",0.9538387060165405,0.5952172875404358,0.7746002078056335,0.1467290423279468
2026-02-23 22:08:11.771987,32.62,4,"[0.9555002450942993, 0.7631344795227051, 0.7444145679473877, 0.46605241298675537]",0.9555002450942993,0.46605241298675537,0.7322754263877869,0.20149743792338806
2026-02-23 22:08:11.799806,33.66,4,"[0.9525289535522461, 0.7467865943908691, 0.7280359268188477, 0.49483412504196167]",0.9525289535522461,0.49483412504196167,0.7305463999509811,0.18717779162863327
2026-02-23 22:08:11.827928,34.03,4,"[0.920583188533783, 0.6830000281333923, 0.6042443513870239, 0.3063073456287384]",0.920583188533783,0.3063073456287384,0.6285337284207344,0.2534293330566478
2026-02-23 22:08:11.869058,33.43,4,"[0.9352232813835144, 0.714205265045166, 0.5502128005027771, 0.5400325655937195]",0.9352232813835144,0.5400325655937195,0.6849184781312943,0.1849754557196485
2026-02-23 22:08:11.889493,35.89,4,"[0.934222400188446, 0.675391674041748, 0.6256380677223206, 0.5547880530357361]",0.934222400188446,0.5547880530357361,0.6975100487470627,0.1653855188549454
2026-02-23 22:08:11.905000,38.56,4,"[0.9030429720878601, 0.6393356919288635, 0.4855806231498718, 0.47700387239456177]",0.9030429720878601,0.47700387239456177,0.6262407898902893,0.19903757147818907
2026-02-23 22:08:11.922472,41.16,4,"[0.9105983972549438, 0.6497368216514587, 0.48472926020622253, 0.4846956431865692]",0.9105983972549438,0.4846956431865692,0.6324400305747986,0.2010954430308464
2026-02-23 22:08:11.963923,38.93,4,"[0.8639057874679565, 0.6363740563392639, 0.5492239594459534, 0.4779779016971588]",0.8639057874679565,0.4779779016971588,0.6318704262375832,0.16770414338746245
2026-02-23 22:08:11.992005,38.24,4,"[0.8382560014724731, 0.5759725570678711, 0.4807693660259247, 0.43714970350265503]",0.8382560014724731,0.43714970350265503,0.583036907017231,0.17974835864292119
2026-02-23 22:08:12.027607,38.19,4,"[0.8379149436950684, 0.5765237808227539, 0.5032153129577637, 0.4411432147026062]",0.8379149436950684,0.4411432147026062,0.589699313044548,0.17448303697318227
2026-02-23 22:08:12.055913,38.85,4,"[0.8742677569389343, 0.7314102053642273, 0.6204774379730225, 0.5005879402160645]",0.8742677569389343,0.5005879402160645,0.6816858351230621,0.15927253898857155
2026-02-23 22:08:12.080945,39.28,4,"[0.8734509348869324, 0.7326720356941223, 0.6060643196105957, 0.5108217597007751]",0.8734509348869324,0.5108217597007751,0.6807522624731064,0.1573563956785823
2026-02-23 22:08:12.122663,38.14,4,"[0.9420663118362427, 0.7565194368362427, 0.5956572890281677, 0.4539470970630646]",0.9420663118362427,0.4539470970630646,0.6870475336909294,0.2101974570960846
2026-02-23 22:08:12.163180,38.18,4,"[0.9420596957206726, 0.7573553919792175, 0.593002438545227, 0.4397130310535431]",0.9420596957206726,0.4397130310535431,0.6830326393246651,0.21596971726681838
2026-02-23 22:08:12.200653,36.02,4,"[0.9259129166603088, 0.7241839170455933, 0.6171327829360962, 0.5282793641090393]",0.9259129166603088,0.5282793641090393,0.6988772451877594,0.17124195153726612
2026-02-23 22:08:12.251952,31.51,4,"[0.8835238814353943, 0.7630667686462402, 0.616926372051239, 0.4224146008491516]",0.8835238814353943,0.4224146008491516,0.6714829057455063,0.19862898008432484
2026-02-23 22:08:12.296246,28.05,4,"[0.8884806632995605, 0.7408703565597534, 0.6665720343589783, 0.39030906558036804]",0.8884806632995605,0.39030906558036804,0.6715580299496651,0.20895411584874257
2026-02-23 22:08:12.331496,28.46,4,"[0.8719298839569092, 0.75727379322052, 0.7151001691818237, 0.3466004729270935]",0.8719298839569092,0.3466004729270935,0.6727260798215866,0.2272912568668836
2026-02-23 22:08:12.365893,27.82,4,"[0.8668805360794067, 0.7566468715667725, 0.7176510095596313, 0.3484955132007599]",0.8668805360794067,0.3484955132007599,0.6724184826016426,0.22500517279308668
2026-02-23 22:08:12.396888,28.19,4,"[0.9267878532409668, 0.8456024527549744, 0.82154780626297, 0.7390428185462952]",0.9267878532409668,0.7390428185462952,0.8332452327013016,0.07727407362281828
2026-02-23 22:08:12.429884,27.76,4,"[0.9240916967391968, 0.8477806448936462, 0.8202086091041565, 0.7426947951316833]",0.9240916967391968,0.7426947951316833,0.8336939364671707,0.07490635975308303
2026-02-23 22:08:12.472746,26.11,5,"[0.9358837008476257, 0.8055863976478577, 0.7431373000144958, 0.5899695158004761, 0.3246867060661316]",0.9358837008476257,0.3246867060661316,0.6798527240753174,0.23430089989536418
2026-02-23 22:08:12.504975,26.79,6,"[0.920686662197113, 0.8237510919570923, 0.8070483803749084, 0.48840922117233276, 0.308062344789505, 0.304045706987381]",0.920686662197113,0.304045706987381,0.608667234579722,0.2758955717474262
2026-02-23 22:08:12.523559,29.71,5,"[0.9155845642089844, 0.8232176899909973, 0.7993695735931396, 0.32805585861206055, 0.274894118309021]",0.9155845642089844,0.274894118309021,0.6282243609428406,0.3020067709335072
2026-02-23 22:08:12.558331,29.89,6,"[0.9091579914093018, 0.7910981178283691, 0.7706748843193054, 0.39606973528862, 0.2919524013996124, 0.25639811158180237]",0.9091579914093018,0.25639811158180237,0.5692252069711685,0.2863870376622006
2026-02-23 22:08:12.585160,31.7,6,"[0.9092990159988403, 0.7899695634841919, 0.7629236578941345, 0.4188668131828308, 0.293878436088562, 0.2569909393787384]",0.9092990159988403,0.2569909393787384,0.5719880710045496,0.2820515146493498
2026-02-23 22:08:12.631426,31.59,3,"[0.7501896023750305, 0.7293627858161926, 0.7231183052062988]",0.7501896023750305,0.7231183052062988,0.7342235644658407,0.01417512467000205
2026-02-23 22:08:12.669219,31.4,4,"[0.8228282928466797, 0.7186448574066162, 0.4554862380027771, 0.3018694818019867]",0.8228282928466797,0.3018694818019867,0.5747072175145149,0.23870217439742467
2026-02-23 22:08:12.707638,31.11,4,"[0.8248242139816284, 0.7205384373664856, 0.4870222210884094, 0.27577343583106995]",0.8248242139816284,0.27577343583106995,0.5770395770668983,0.24552906238755062
2026-02-23 22:08:12.759116,29.84,4,"[0.943505585193634, 0.8180804252624512, 0.6519045233726501, 0.32142651081085205]",0.943505585193634,0.32142651081085205,0.6837292611598969,0.2694501009277364
